X,Y,OBJECTID,primary_key,occ_dt,obfAddress,x_rand,y_rand,disclaimer,place_name,                                             ,locationTranslation
-111.9406313816,33.395662512,93661,TE201646753         ,2016-04-21T08:30:00.000Z,2X W GENEVA DR   ,692686,871488,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9087908213,33.4210021289,93665,TE201647302         ,2016-04-22T23:40:00.000Z,1XXX E CENTER LN     ,702403,880707,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9390629194,33.3612498512,93676,TE201647680         ,2016-04-04T14:00:00.000Z,6XXX S MAPLE AVE     ,693162,858967,Point has not been altered,in LA ESTANCIA APARTMENTS               ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9072900887,33.4176077494,93678,TE201644401         ,2016-04-15T20:12:00.000Z,1XXX E DON CARLOS AVE     ,702861,879472,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9479480901,33.35951917,93681,TE201647675         ,2016-04-23T15:00:00.000Z,6XXX S WILSON ST     ,690449,858338,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9497353479,33.4260935028,93685,TE201647717         ,2016-04-23T23:22:00.000Z,7XX W BROWN ST    ,689911,882561,Point has not been altered,ARBORS APARTMENTS                       ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9225072153,33.4215106954,93689,TE201647693         ,2016-04-23T22:19:00.000Z,1XXX E UNIVERSITY DR     ,698218,880892,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9508124747,33.4229380496,93698,TE201647855         ,2016-04-24T05:31:00.000Z,8XX W UNIVERSITY DR    ,689582,881413,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9645691405,33.4062534445,93701,TE201645177         ,2016-04-16T23:45:00.000Z,2XXX S 55TH ST     ,685382,875344,Point has not been altered,SAN PORTELLA APARTMENTS                 ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9458434168,33.3927838088,93703,TE201647588         ,2016-04-23T17:05:00.000Z,5XX W SOUTHERN AVE    ,691095,870441,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9532084554,33.3761374504,93704,TE201647117         ,2016-04-20T08:30:00.000Z,5XXX S HARDY DR     ,688845,864385,Point has not been altered,VILLAGIO APARTMENTS                     ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9314646769,33.3634304912,93709,TE201648016         ,2016-04-24T19:13:00.000Z,6XXX S MCALLISTER AVE     ,695482,859760,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9355884985,33.3793075658,93713,TE201648041         ,2016-04-24T20:26:00.000Z,2XX E BASELINE RD    ,694224,865537,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9129570837,33.4079941318,93718,TE201647729         ,2016-04-24T00:15:00.000Z,1XXX E BROADWAY RD     ,701132,875974,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9231001174,33.4170390178,93721,TE201643407         ,2016-04-10T08:00:00.000Z,1XXX S TERRACE RD     ,698037,879265,Point has not been altered,VERTEX APTS                             ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9391297757,33.3792520071,93723,TE201647915         ,2016-04-24T12:12:00.000Z,5XXX S MILL AVE     ,693143,865517,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9168960721,33.4134222864,93724,TE201648184         ,2016-04-25T05:08:00.000Z,1XXX E HUDSON DR     ,699930,877949,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9187347062,33.4182017412,93725,TE201647127         ,2016-04-22T16:46:00.000Z,1XXX S MARIANA ST     ,699369,879688,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9447665809,33.4267790789,93727,TE201648035         ,2016-04-24T20:06:00.000Z,3XX S FARMER AVE    ,691427,882810,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.923050973,33.417256144,93734,TE201647974         ,2016-04-24T00:10:00.000Z,1XXX S TERRACE RD     ,698052,879344,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,VERTEX APTS                             ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9230378607,33.4172176671,93736,TE201647077         ,2016-04-22T02:00:00.000Z,1XXX S TERRACE RD     ,698056,879330,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,VERTEX APTS                             ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.897893415,33.4196130162,93738,TE201647665         ,2016-04-23T21:04:00.000Z,8XX S RIVER DR    ,705728,880202,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9645027156,33.422570737,93739,TE201647960         ,2016-04-24T15:02:00.000Z,1XXX W 7TH PL     ,685405,881281,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9637499522,33.3941937393,93744,TE201631591         ,2016-03-16T15:09:00.000Z,1XXX W HUNTINGTON DR     ,685630,870956,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9583981969,33.3778975511,93745,TE201647626         ,2016-04-23T19:01:00.000Z,1XXX W BASELINE RD     ,687261,865026,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8849742733,33.4270420592,93749,TE201647860         ,2016-04-24T07:13:00.000Z,2XX S EVERGREEN RD    ,709669,882906,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9463665614,33.3606738977,93754,TE201647032         ,2016-04-22T04:00:00.000Z,6XXX S FARMER AVE     ,690932,858758,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8955839737,33.3740879685,93756,TE201647610         ,2016-04-23T11:00:00.000Z,2XXX E STANFORD DR     ,706436,863638,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8928629544,33.4180373191,93757,TE201648046         ,2016-04-24T20:44:00.000Z,1XXX S SIESTA LN     ,707263,879629,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9487084819,33.4235157747,93762,TE201647451         ,2016-04-23T07:27:00.000Z,6XX S HARDY DR    ,690224,881623,Point has not been altered,in THE STANDARD                         ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9106396051,33.4170830126,93763,TE201647833         ,2016-04-24T03:18:00.000Z,1XXX E DON CARLOS AVE     ,701839,879281,Point has not been altered,OMNIA MCCLINTOCK                        ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8994815298,33.4103346385,93768,TE201647672         ,2016-04-23T21:24:00.000Z,2XXX E BROADWAY RD     ,705244,876826,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9220385044,33.4211067018,93769,TE201647663         ,2016-04-23T20:51:00.000Z,1XXX E UNIVERSITY DR     ,698361,880745,Point has not been altered,in TEMPE VILLA APTS                     ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9426940596,33.3244393569,93774,TE201648186         ,2016-04-24T22:00:00.000Z,3XX W LARONA LN    ,692050,845574,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9443745237,33.3791602494,93781,TE201648270         ,2016-04-25T10:35:00.000Z,4XX W BASELINE RD    ,691542,865484,Point has not been altered,CHAPARRAL TRAILER PARK                  ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8967791543,33.4192912796,93783,TE201647082         ,2016-04-08T08:00:00.000Z,2XXX E 10TH ST     ,706068,880085,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9139988295,33.4192955935,93788,TE201646151         ,2016-04-16T20:00:00.000Z,1XXX E 8TH ST     ,700814,880086,Point has not been altered,in TEMPE MANOR APARTMENTS               ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.957293003,33.4245631485,93795,TE201648457         ,2016-04-25T18:51:00.000Z,1XXX W 6TH ST     ,687605,882005,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9471732974,33.3917638278,93797,TE201648360         ,2016-01-01T00:01:00.000Z,5XX W MALIBU DR    ,690689,870070,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
